bicicleta
-0.8954,-10.1086,-5.0807,-0.0084,0.049,0.0696
-0.5147,-10.4174,-0.7134,-0.0377,0.0887,0.0513
-0.3567,-10.4892,-1.0342,-0.5698,0.3752,0.328
-1.0821,-10.688,-1.7214,-0.4867,0.2933,0.4257
-0.2585,-10.7335,-0.7852,-0.4568,-0.158,0.3958
-0.7158,-10.3264,0.2657,-0.5118,-0.29,0.3616
-1.786,-10.2067,-0.1292,-0.5093,-0.0817,0.2693
-2.9328,-10.5276,-2.1236,-0.3701,0.2787,0.3268
-1.9297,-10.8244,-3.6296,-0.4458,0.3397,0.5528
-0.905,-9.9218,-0.7733,-0.6346,0.3507,0.7599
-0.7517,-10.0104,-0.4716,-0.6737,0.4369,0.813
-0.3974,-10.5012,-0.8834,-0.5454,0.3245,0.8228
-1.7884,-10.8891,-2.691,-0.5093,0.2011,0.8289
-1.1875,-11.6361,-2.1116,-0.524,-0.031,0.915
-1.1875,-11.6361,-2.1116,-0.7506,0.633,1.4306
1.4053,-11.5618,-1.0342,-0.7506,0.633,1.4306
2.3175,-11.9808,-0.6129,-0.6065,0.8119,1.496
-0.8116,-11.174,-3.0885,-0.5301,0.3397,1.2418
-0.8451,-11.0519,-3.0454,-0.4513,-0.2594,0.8228
-0.0981,-9.7806,-0.5147,-0.433,-0.5313,0.6902
0.395,-9.7303,-0.4309,-0.3878,-0.4726,0.747
-0.4908,-10.3073,-3.0597,-0.2393,-0.4121,0.7586
-1.3814,-9.9745,-3.1938,-0.1196,-0.3724,0.6884
-1.8195,-10.4342,-3.5601,-0.1611,-0.472,0.587
-1.4939,-9.4334,-1.3838,-0.3297,-0.4641,0.59
-0.7015,-9.5268,-1.5298,-0.3255,-0.4176,0.7177
-1.1947,-9.2467,-2.1739,-0.1434,-0.4152,0.769
-0.3878,-9.2371,-4.5537,-0.0658,-0.5203,0.7556
0.1915,-7.5013,-2.9257,-0.1508,-0.5587,0.8765
0.9002,-7.9969,-2.6503,-0.353,-0.2771,1.0244
1.2856,-8.186,-2.4277,-0.4537,0.195,1.1783
0.7781,-9.6537,-4.2066,-0.5729,0.5126,1.1074
0.3711,-10.3815,-3.1603,-0.623,0.7008,0.8888
2.94,-11.4517,-1.4867,-0.6993,0.8327,0.7837
3.3758,-11.399,-1.47,-0.6437,0.545,0.8228
3.8738,-10.087,0.292,-0.5099,-0.3889,0.7684
2.7916,-9.4837,-1.0869,-0.4629,-0.9521,0.5265
1.8052,-8.4614,1.0127,-0.3194,-1.2777,0.207
1.6256,-8.5284,0.735,-0.2283,-1.2625,-0.102
-0.2801,-8.7223,-0.1316,0.0257,-1.1598,-0.4893
-1.5562,-9.8572,-2.4684,0.1741,-1.0126,-0.7428
-1.616,-8.9258,0.2466,0.1405,-0.3767,-0.7623
-1.0271,-8.4781,2.2529,0.0513,0.187,-0.7874
-2.8898,-8.5667,0.5506,0.1173,0.4479,-0.8637
-3.1268,-8.538,-0.3519,0.3458,0.2976,-0.9321
-2.9616,-7.5731,-2.6743,0.4337,0.0691,-0.7226
-2.5234,-7.5923,-3.4189,0.4808,-0.0346,-0.4612
-2.8012,-7.6569,-4.5106,0.3275,0.2212,-0.2681
-3.4907,-6.8165,-2.8514,0.1216,0.3532,-0.3475
-3.5434,-7.1948,-5.0903,-0.0976,0.6336,-0.3683
